Розыгрыш;Дата проведения;Лототрон;Набор;Шар номер 1;Шар номер 2;Шар номер 3;Шар номер 4;Шар номер 5;Шар номер 6;победителей угадавших 2 номера;приз за 2 номеров;победителей угадавших 3 номера;приз за 3 номеров;победителей угадавших 4 номера;приз за 4 номеров;победителей угадавших 5 номеров;приз за 5 номеров;победителей угадавших 6 номеров;приз за 6 номеров;
1420;2014-11-15;А;2;14;47;38;8;19;9;8787;8;1228;18;78;171;1;9536;0;6050000;
1419;2014-11-12;А;1;34;42;13;3;45;32;7624;8;936;25;57;240;2;4888;0;6000000;
1418;2014-11-08;А;3;6;37;10;12;1;35;7516;8;910;26;44;316;2;4972;0;5950000;
1417;2014-11-05;Б;4;4;44;8;19;26;37;8327;8;1216;18;81;161;0;0;0;5900000;
1416;2014-11-01;А;2;45;52;3;6;44;48;6909;8;753;31;29;474;0;0;0;5850000;
1415;2014-10-29;Б;2;43;34;41;31;3;52;6828;8;766;29;31;421;1;9335;0;5800000;
1414;2014-10-25;Б;1;48;31;27;12;25;42;6996;8;778;29;26;508;0;0;0;5750000;
1413;2014-10-22;А;3;35;18;28;29;15;46;7015;8;851;27;34;396;1;9626;0;5700000;
1412;2014-10-18;А;4;42;30;4;40;43;23;6466;8;701;33;38;365;0;0;0;5650000;
1411;2014-10-15;Б;2;49;50;31;10;4;42;6903;8;772;29;33;401;0;0;0;5600000;
1410;2014-10-11;А;3;21;32;8;41;35;49;7064;8;864;25;36;357;1;9182;0;5550000;
1409;2014-10-08;А;3;30;20;7;16;49;15;7373;8;955;22;45;276;0;0;0;5500000;
1408;2014-10-04;А;1;29;43;5;10;19;20;7593;8;971;21;48;248;0;0;0;5450000;
1407;2014-10-01;Б;4;6;26;5;8;39;18;8027;8;1047;18;48;234;3;2679;0;5400000;
1406;2014-09-27;А;2;50;51;15;10;39;28;6973;8;812;25;43;284;1;8723;0;5350000;
1405;2014-09-24;Б;3;37;11;21;50;30;36;6321;8;688;29;32;366;0;0;0;5300000;
1404;2014-09-20;А;2;1;33;42;7;47;13;7618;8;1067;19;65;185;0;0;0;5250000;
1403;2014-09-17;Б;4;48;29;40;3;51;23;6420;8;742;28;29;431;0;0;0;5200000;
1402;2014-09-13;А;4;33;36;9;42;6;4;7052;8;886;23;43;286;2;4397;0;5150000;
1401;2014-09-10;Б;1;28;12;10;19;30;29;7018;8;919;22;57;211;0;0;0;5100000;
1400;2014-09-06;А;2;50;42;27;2;28;26;6520;8;815;25;31;389;0;0;0;5050000;
1399;2014-09-03;А;4;52;7;21;35;46;30;6733;8;912;21;41;284;0;0;0;5000000;
1398;2014-08-30;Б;4;44;27;18;50;24;52;5929;8;671;29;33;348;1;8208;0;4950000;
1397;2014-08-27;Б;2;49;36;50;43;22;45;4863;8;556;35;20;577;0;0;0;4900000;
1396;2014-08-23;Б;2;1;45;31;6;4;12;6821;8;830;24;54;216;0;0;0;4850000;
1395;2014-08-20;Б;2;28;6;29;45;15;43;6329;8;699;29;29;414;2;4291;0;4800000;
1394;2014-08-16;Б;3;25;46;47;38;50;45;5279;8;663;32;26;488;1;9076;0;4750000;
1393;2014-08-13;Б;1;46;21;51;2;10;19;7188;8;897;23;49;248;2;4348;0;4700000;
1392;2014-08-09;Б;2;38;45;33;34;20;15;7013;8;887;23;60;204;3;2928;0;4650000;
1391;2014-08-06;А;3;12;16;51;40;21;49;6375;8;708;30;37;335;0;0;0;4600000;
1390;2014-08-02;Б;2;27;26;20;13;16;21;7583;8;1005;19;65;179;1;8324;0;4550000;
1389;2014-07-30;Б;1;3;52;13;29;20;12;7765;8;972;20;39;296;1;8255;0;4500000;
1388;2014-07-26;Б;2;45;21;41;50;10;16;6485;8;735;29;34;369;3;2992;0;4450000;
1387;2014-07-23;Б;1;40;22;32;27;29;16;7237;8;838;26;35;363;1;9098;0;4400000;
1386;2014-07-19;А;2;18;48;50;39;21;36;6082;8;724;32;26;524;1;9748;0;4350000;
1385;2014-07-16;А;4;4;28;9;45;36;41;7208;8;864;26;60;223;0;0;0;4300000;
1384;2014-07-12;А;4;37;33;49;22;14;25;7561;8;991;23;56;246;2;4937;0;4250000;
1383;2014-07-09;А;3;5;33;44;4;27;14;8889;8;1317;17;65;202;1;9385;0;4200000;
1382;2014-07-05;А;3;1;49;34;44;16;52;6495;8;780;30;35;401;1;10038;0;4150000;
1381;2014-07-02;Б;4;4;23;39;21;50;52;6997;8;822;27;42;310;1;9306;0;4100000;
1380;2014-06-28;Б;3;20;21;47;15;30;28;7189;8;884;24;27;470;1;9065;0;4050000;
1379;2014-06-25;А;1;39;42;46;26;28;12;6924;8;820;30;37;388;0;0;0;4000000;
1378;2014-06-21;А;1;16;52;43;42;1;30;6792;8;758;32;26;559;2;5198;0;3950000;
1377;2014-06-18;А;4;9;7;41;43;30;46;7911;8;966;24;56;248;0;0;0;3900000;
1376;2014-06-14;Б;4;31;49;52;17;7;1;8497;8;1040;22;64;216;1;9884;0;3850000;
1375;2014-06-11;А;2;34;36;40;13;7;12;7969;8;949;23;43;296;3;3033;0;3800000;
1374;2014-06-07;Б;3;34;2;48;12;31;35;6710;8;721;33;38;375;0;0;0;3750000;
1373;2014-06-04;Б;4;1;44;5;10;11;13;8778;8;1264;17;81;157;2;4564;0;3700000;
1372;2014-05-31;Б;2;36;50;23;48;30;28;6365;8;682;36;35;410;1;10269;0;3650000;
1371;2014-05-28;Б;1;5;50;26;4;12;47;7531;8;983;23;43;309;3;3172;0;3600000;
1370;2014-05-24;Б;1;34;35;45;26;13;24;7557;8;925;25;54;257;0;0;0;3550000;
1369;2014-05-21;Б;4;27;46;12;38;9;20;8114;8;1044;22;48;288;1;9894;0;3500000;
1368;2014-05-17;Б;1;15;2;12;21;11;50;8652;8;1112;21;36;386;1;9943;0;3450000;
1367;2014-05-14;Б;3;12;31;41;18;50;25;7104;8;860;29;41;366;2;5366;0;3400000;
1366;2014-05-10;А;2;6;25;41;13;31;10;7384;8;940;22;41;294;0;0;0;3350000;
1365;2014-05-07;Б;2;51;10;27;18;35;9;8160;8;1140;21;65;219;2;5084;0;3300000;
1364;2014-05-03;А;1;42;27;43;28;48;25;5493;8;583;35;33;367;0;0;0;3250000;
1363;2014-04-30;А;3;34;9;13;23;42;48;7913;8;928;27;46;326;0;0;0;3200000;
1362;2014-04-26;А;3;18;33;4;46;49;50;7644;8;853;31;48;324;0;0;0;3150000;
1361;2014-04-23;А;2;32;18;45;37;48;24;6884;8;848;29;32;461;0;0;0;3100000;
1360;2014-04-19;Б;1;23;30;36;42;14;28;8304;8;1027;29;44;400;0;0;0;3050000;
1359;2014-04-16;А;1;31;20;32;28;23;36;8146;8;859;31;27;579;0;0;0;3000000;
1358;2014-04-12;А;4;20;1;19;26;52;22;11830;8;1512;21;82;228;0;0;1;12050000;
1357;2014-04-09;А;3;49;5;43;38;21;39;10298;8;1171;29;45;442;2;7115;0;12000000;
1356;2014-04-05;А;1;13;18;51;31;4;5;12263;8;1675;19;107;174;3;4434;0;11950000;
1355;2014-04-02;Б;4;40;27;9;35;30;12;10602;8;1299;25;67;284;1;13616;0;11900000;
1354;2014-03-29;Б;3;15;37;12;22;43;34;10049;8;1194;26;57;322;0;0;0;11850000;
1353;2014-03-26;Б;3;23;28;30;34;35;33;9354;8;981;33;43;446;0;0;0;11800000;
1352;2014-03-22;А;3;46;25;27;51;20;33;10790;8;1274;25;55;345;1;13559;0;11750000;
1351;2014-03-19;Б;4;35;49;46;47;45;18;7767;8;767;44;37;534;0;0;0;11700000;
1350;2014-03-15;Б;4;49;20;9;21;47;15;11193;8;1246;26;71;272;1;13814;0;11650000;
1349;2014-03-12;Б;3;51;33;30;31;4;5;11236;8;1257;25;71;266;0;0;0;11600000;
1348;2014-03-08;А;3;19;47;7;6;43;39;11495;8;1511;22;59;337;2;7116;0;11550000;
1347;2014-03-05;А;4;41;33;26;50;9;32;20625;8;2481;24;97;363;1;1000000;0;12500000;
1346;2014-03-01;А;4;16;35;42;6;36;2;10101;8;1191;29;56;360;2;7201;0;12300000;
1345;2014-02-26;Б;2;14;8;36;5;35;40;11408;8;1391;23;69;277;2;6846;0;12250000;
1344;2014-02-22;Б;1;41;24;34;39;13;44;9759;8;1180;27;54;355;1;13729;0;12150000;
1343;2014-02-19;Б;3;5;36;11;4;12;26;12850;8;1618;22;88;236;2;7447;0;12100000;
1342;2014-02-15;Б;3;26;13;24;16;30;34;14695;8;1846;24;81;328;1;19007;0;12050000;
1341;2014-02-12;Б;2;44;41;18;26;34;51;25143;8;3088;28;144;358;3;333333;0;13000000;
1340;2014-02-08;А;3;6;30;49;11;51;47;12180;8;1399;31;63;404;0;0;0;12650000;
1339;2014-02-05;Б;1;39;46;7;41;31;8;13232;8;1546;26;77;304;2;8375;0;12600000;
1338;2014-02-01;А;2;48;49;25;36;24;16;10453;8;1158;34;45;512;2;8235;0;12550000;
1337;2014-01-29;Б;4;13;37;8;52;6;18;12171;8;1508;22;71;277;0;0;0;12500000;
1336;2014-01-25;А;3;51;39;42;34;15;36;11632;8;1492;27;77;315;1;17370;0;12450000;
1335;2014-01-22;А;4;14;26;37;52;28;36;12457;8;1542;25;73;315;1;16445;0;12400000;
1334;2014-01-18;А;4;51;24;41;40;13;11;14849;8;1778;26;105;261;2;9804;0;12350000;
1333;2014-01-15;Б;3;19;12;9;33;18;4;17583;8;2463;18;110;240;5;3780;0;12300000;
1332;2014-01-11;Б;3;4;37;50;13;44;15;15636;8;1877;25;104;266;1;19776;0;12250000;
1331;2014-01-08;Б;3;26;8;44;10;29;6;15028;8;2164;19;128;190;1;17405;0;12200000;
1330;2014-01-04;Б;2;19;37;34;48;5;27;14567;8;1776;25;86;302;2;9281;0;12150000;
1329;2014-01-01;Б;2;19;46;52;42;13;5;15995;8;2029;22;86;306;3;6269;0;12100000;
1328;2013-12-28;Б;2;43;9;20;39;15;17;21524;8;2795;21;163;217;3;8446;0;12050000;
1327;2013-12-25;А;1;20;24;41;35;1;27;31358;8;3585;29;161;379;2;500000;0;13000000;
1326;2013-12-21;А;4;3;43;15;36;41;7;18392;8;2347;21;134;223;1;21384;0;12500000;
1325;2013-12-18;А;2;4;25;46;51;45;18;26550;8;3235;25;183;5464;0;0;0;13000000;
1324;2013-12-14;А;1;6;48;33;52;12;44;15268;8;1832;26;119;240;3;6812;0;12500000;
1323;2013-12-11;А;4;13;38;2;20;35;51;24841;8;3201;23;156;283;1;1000000;0;13000000;
1322;2013-12-07;А;4;24;51;37;46;9;42;12622;8;1520;30;64;417;2;9550;0;12500000;
1321;2013-12-04;А;2;40;29;9;8;41;11;14091;8;1765;22;87;267;0;0;0;12300000;
1320;2013-11-30;А;1;30;31;26;7;34;41;13762;8;1588;27;60;420;0;0;0;12250000;
1319;2013-11-27;Б;3;26;38;12;20;14;3;16057;8;2102;20;118;208;5;3506;0;12200000;
1318;2013-11-23;Б;2;1;28;31;2;30;7;16503;8;1953;23;119;220;2;9365;0;12150000;
1317;2013-11-20;Б;2;19;20;41;51;23;46;14093;8;1554;29;62;435;1;19278;0;12100000;
1316;2013-11-16;Б;1;40;10;52;15;37;49;15478;8;1842;26;84;342;1;20545;0;12050000;
1315;2013-11-13;Б;3;8;1;23;6;35;19;33960;8;4339;21;241;225;9;111111;0;13000000;
1314;2013-11-09;А;3;42;11;5;32;34;39;15133;8;1656;28;78;351;0;0;0;12500000;
1313;2013-11-06;Б;2;33;2;49;50;1;4;13842;8;1623;27;84;310;0;0;0;12300000;
1312;2013-11-02;Б;2;30;33;13;49;26;28;14282;8;1675;27;83;319;2;9483;0;12250000;
1311;2013-10-30;Б;2;44;4;45;39;26;41;12418;8;1405;32;71;374;0;0;0;12200000;
1310;2013-10-26;А;2;42;41;48;27;21;39;13972;8;1496;31;51;544;1;19853;0;12150000;
1309;2013-10-23;А;3;33;43;26;11;37;36;13805;8;1583;29;77;351;0;0;0;12100000;
1308;2013-10-19;А;3;23;40;43;12;30;9;15145;8;1797;27;99;287;2;10160;0;12050000;
1307;2013-10-16;Б;3;4;24;44;3;2;19;30355;8;3931;21;194;257;1;1000000;0;13000000;
1306;2013-10-12;Б;4;45;5;27;10;18;4;16719;8;2236;19;143;182;2;9301;0;12650000;
1305;2013-10-09;А;4;26;32;31;17;3;27;16529;8;2157;20;90;290;4;4667;0;12450000;
1304;2013-10-05;Б;4;8;13;17;51;43;34;15255;8;2019;21;121;213;4;4606;0;12350000;
1303;2013-10-02;Б;3;40;36;10;21;28;8;15149;8;1930;22;94;268;2;9030;0;12300000;
1302;2013-09-28;Б;3;1;36;34;11;18;16;14996;8;1778;26;65;425;0;0;0;12250000;
1301;2013-09-25;Б;4;38;8;23;13;52;14;16939;8;2054;21;128;200;2;9184;0;12200000;
1300;2013-09-21;Б;2;1;12;42;9;17;51;16126;8;1978;24;99;283;2;10033;0;12150000;
1299;2013-09-18;Б;4;1;15;22;46;9;47;15213;8;1724;27;82;334;0;0;0;12100000;
1298;2013-09-14;Б;2;50;36;2;48;5;19;15537;8;1941;25;72;407;1;20968;0;12050000;
1297;2013-09-11;Б;2;20;35;47;19;40;51;27330;8;3068;32;137;420;1;1000000;0;13000000;
1296;2013-09-07;Б;1;40;50;31;9;32;19;16317;8;2238;21;123;224;5;3952;0;12700000;
1295;2013-09-04;Б;1;48;8;32;51;22;5;15538;8;2121;21;142;187;3;6334;0;12600000;
1294;2013-08-31;А;1;16;26;5;8;47;22;18048;8;2658;16;191;135;5;3702;0;12500000;
1293;2013-08-28;Б;1;51;52;34;48;12;10;13627;8;1554;31;63;451;0;0;0;12450000;
1292;2013-08-24;Б;4;52;17;21;35;11;13;16162;8;2128;20;120;213;2;9138;0;12400000;
1291;2013-08-21;Б;1;23;41;1;52;48;13;14694;8;1703;29;75;391;2;10474;0;12350000;
1290;2013-08-17;Б;1;29;24;45;7;52;17;17755;8;2336;20;139;199;3;6604;0;12300000;
1289;2013-08-14;А;3;2;12;33;9;3;28;18312;8;2728;17;133;203;2;9671;0;12200000;
1288;2013-08-10;А;2;30;48;41;35;15;46;13166;8;1518;34;66;461;1;21778;0;12100000;
1287;2013-08-07;А;2;43;10;27;47;31;9;16785;8;2029;25;92;322;0;0;0;12000000;
1286;2013-08-03;А;2;49;1;19;34;22;18;14536;8;1749;26;69;396;0;0;0;11900000;
1285;2013-07-31;Б;4;9;30;23;40;48;10;14843;8;1890;25;73;378;3;6573;0;11800000;
1284;2013-07-27;Б;3;37;8;28;18;33;4;17188;8;2345;19;126;216;4;4872;0;11700000;
1283;2013-07-24;Б;3;27;14;16;18;36;3;16980;8;2267;20;119;233;2;9912;0;11600000;
1282;2013-07-20;Б;4;43;48;13;34;2;45;15135;8;1773;28;76;387;4;5258;0;11500000;
1281;2013-07-17;Б;4;49;38;19;22;50;33;15726;8;1880;26;101;287;4;5178;0;11400000;
1280;2013-07-13;А;1;39;7;26;10;42;22;17552;8;2213;22;129;222;1;20517;0;11300000;
1279;2013-07-10;А;1;17;33;30;3;41;36;16331;8;1914;26;91;323;0;0;0;11200000;
1278;2013-07-06;А;2;41;10;28;47;35;29;15052;8;1622;33;86;364;2;11193;0;11100000;
1277;2013-07-03;А;2;38;8;24;5;43;48;30711;8;3617;28;158;373;3;333333;0;12000000;
1276;2013-06-29;Б;4;48;50;34;22;14;30;16129;6;1881;21;70;342;0;0;0;11700000;
1275;2013-06-26;Б;3;45;39;32;37;10;24;17841;6;2103;20;120;211;1;18130;0;11600000;
1274;2013-06-22;Б;4;27;1;17;6;11;42;22996;6;3275;13;187;142;1;19086;0;11500000;
1273;2013-06-19;Б;2;52;28;13;23;34;1;20775;6;2320;20;109;250;3;6500;0;11400000;
1272;2013-06-15;Б;4;48;14;29;5;7;16;23996;6;3037;15;152;179;4;4880;0;11300000;
1271;2013-06-12;Б;2;26;52;15;23;19;32;23174;6;2699;17;127;223;2;10115;0;11200000;
1270;2013-06-08;Б;2;8;9;36;43;17;32;23811;6;2949;17;189;156;6;3515;0;11100000;
1269;2013-06-05;Б;3;28;52;24;44;51;35;39595;6;4633;21;201;289;3;333333;0;12000000;
1268;2013-06-01;А;3;31;40;44;46;12;41;17326;6;1966;25;70;415;2;10398;0;11500000;
1267;2013-05-29;А;3;2;8;28;48;46;29;19554;6;2208;21;135;203;1;19635;0;11400000;
1266;2013-05-25;А;3;3;33;36;34;27;46;20395;6;2313;21;99;286;1;20281;0;11300000;
1265;2013-05-22;А;1;4;38;2;10;33;29;21374;6;2696;17;140;193;0;0;0;11200000;
1264;2013-05-18;Б;1;16;26;10;27;1;38;21118;6;2790;16;150;181;1;19491;0;11100000;
1263;2013-05-15;Б;1;20;3;34;30;35;48;17727;6;1957;24;88;323;4;5080;0;11000000;
1262;2013-05-11;Б;1;24;34;30;1;40;38;14857;6;1598;25;57;424;0;0;0;10900000;
1261;2013-05-08;А;2;21;27;40;44;13;15;20884;6;2916;14;187;129;3;5757;0;10800000;
1260;2013-05-04;Б;3;29;48;12;4;10;19;19373;6;2418;17;159;158;3;6016;0;10700000;
1259;2013-05-01;Б;4;10;48;27;30;35;20;17001;6;2059;20;92;274;0;0;0;10600000;
1258;2013-04-27;Б;2;45;18;7;35;51;2;22322;6;2789;17;143;197;2;10107;0;10500000;
1257;2013-04-24;А;2;22;29;13;26;27;31;24058;6;3234;15;155;182;3;6750;0;10400000;
1256;2013-04-20;А;2;44;32;41;46;5;3;21723;6;2479;20;94;313;0;0;0;10300000;
1255;2013-04-17;Б;3;52;50;43;47;26;5;21528;6;2568;20;118;260;3;7312;0;10200000;
1254;2013-04-13;Б;1;35;33;41;36;15;14;24522;6;2879;19;129;257;2;11864;0;10100000;
1253;2013-04-10;Б;1;45;24;52;17;34;43;45872;6;5416;20;266;242;4;250000;0;11000000;
1252;2013-04-06;А;1;26;23;20;38;6;1;23239;6;2769;19;131;237;3;7413;0;10900000;
1251;2013-04-03;А;2;52;6;40;21;35;2;21244;6;2593;19;140;208;0;0;0;10800000;
1250;2013-03-30;А;2;21;47;16;44;49;32;21466;6;2429;22;102;311;3;7554;0;10700000;
1249;2013-03-27;Б;4;30;20;16;4;39;10;22007;6;2945;17;109;271;0;0;0;10600000;
1248;2013-03-23;Б;3;25;35;26;6;7;13;24985;6;3170;15;152;186;1;20261;0;10500000;
1247;2013-03-20;Б;1;35;6;45;42;31;4;22213;6;2663;20;124;256;3;7571;0;10400000;
1246;2013-03-16;Б;4;30;41;2;4;44;25;21955;6;2592;21;127;250;1;22723;0;10300000;
1245;2013-03-13;Б;3;25;51;11;13;12;9;26035;6;3302;15;140;219;2;10997;0;10200000;
1244;2013-03-09;Б;4;51;52;44;42;22;17;21668;6;2748;18;146;204;3;7092;0;10100000;
1243;2013-03-06;Б;3;50;45;29;22;47;36;37934;6;4075;25;161;371;6;166666;0;11000000;
1242;2013-03-02;Б;3;38;15;41;13;14;20;24370;6;2947;17;136;219;0;0;0;10600000;
1241;2013-02-27;Б;3;15;21;40;28;32;4;24075;6;3257;15;180;167;4;5397;0;10400000;
1240;2013-02-23;Б;2;46;11;24;51;5;40;23108;6;2596;21;103;321;2;11825;0;10300000;
1239;2013-02-20;Б;4;47;17;40;4;11;31;23529;6;2943;17;154;199;4;5495;0;10200000;
1238;2013-02-16;Б;2;11;24;16;7;17;30;26846;6;3624;14;181;172;4;5561;0;10100000;
1237;2013-02-13;Б;2;50;51;6;16;24;1;43361;6;5032;21;253;250;5;200000;0;11000000;
1236;2013-02-09;Б;1;48;20;32;36;9;15;22507;6;2507;21;122;256;6;3720;0;10600000;
1235;2013-02-06;Б;4;9;30;6;7;10;24;25131;6;3208;15;204;138;5;4032;0;10300000;
1234;2013-02-02;А;2;30;33;44;5;13;6;23855;6;3163;15;167;175;5;4178;0;10100000;
1233;2013-01-30;Б;2;18;24;45;42;44;46;17895;6;1833;28;98;312;1;21908;0;10000000;
1232;2013-01-26;Б;2;29;48;24;51;33;5;19599;6;2446;20;95;306;3;6937;0;9900000;
1231;2013-01-23;А;2;34;46;23;11;50;48;18899;6;2095;24;82;365;3;7131;0;9800000;
1230;2013-01-19;А;3;29;39;20;18;44;21;22094;6;2582;20;121;250;5;4322;0;9700000;
1229;2013-01-16;Б;2;24;13;47;8;3;18;23586;6;2932;16;176;159;7;2865;0;9600000;
1228;2013-01-12;Б;3;2;36;13;24;25;28;23309;6;2826;18;153;200;1;21906;0;9500000;
1227;2013-01-09;А;2;42;39;35;25;37;5;19765;6;2377;19;94;291;1;19605;0;9400000;
1226;2013-01-05;Б;1;4;30;25;45;43;40;20760;6;2309;23;85;371;2;11285;0;9300000;
1225;2013-01-02;Б;3;9;41;21;50;27;8;19625;6;2525;15;107;217;5;3323;0;9200000;
1224;2012-12-29;А;2;2;50;6;14;4;51;30262;6;3673;19;183;223;3;9728;0;9100000;
1223;2012-12-26;Б;3;25;2;5;40;17;38;43718;6;5624;16;317;173;4;250000;0;10000000;
1222;2012-12-22;Б;2;11;25;49;44;20;34;22980;6;2876;19;170;191;5;4653;0;9500000;
1221;2012-12-19;А;1;33;38;44;27;32;30;36782;6;3907;23;203;4926;0;0;0;10000000;
1220;2012-12-15;А;4;21;33;12;38;31;35;25378;6;3240;16;191;166;2;11383;0;9500000;
1219;2012-12-12;А;2;4;26;47;50;42;5;38723;6;4329;21;185;299;1;1000000;0;10000000;
1218;2012-12-08;Б;2;27;14;19;36;15;47;23343;6;2800;17;128;228;2;10452;0;9500000;
1217;2012-12-05;Б;3;26;13;43;19;31;36;20117;6;2249;21;103;267;3;6563;0;9000000;
1216;2012-12-01;Б;2;47;4;51;21;5;13;23686;6;3146;15;170;164;3;6656;0;8600000;
1215;2012-11-28;Б;2;43;40;1;31;45;46;17518;6;1743;28;70;412;0;0;0;8500000;
1214;2012-11-24;Б;2;21;16;17;4;34;15;24347;6;3244;14;153;178;5;3912;0;8400000;
1213;2012-11-21;Б;4;32;45;42;50;15;40;20351;6;2372;21;115;253;2;10421;0;8300000;
1212;2012-11-17;А;1;45;44;51;27;21;33;22269;6;2816;17;172;169;3;6930;0;8200000;
1211;2012-11-14;А;1;19;49;17;11;18;52;21862;6;2797;17;156;181;2;10098;0;8100000;
1210;2012-11-10;Б;1;48;22;42;19;9;2;22463;6;2746;18;139;217;2;10805;0;8000000;
1209;2012-11-07;А;2;9;19;17;43;16;49;22143;6;2825;16;136;203;1;19745;0;7800000;
1208;2012-11-03;Б;2;51;11;30;52;18;5;20407;6;2414;19;109;246;1;19209;0;7700000;
1207;2012-10-31;Б;2;15;12;18;9;45;26;21020;6;2687;16;131;193;4;4537;0;7600000;
1206;2012-10-27;А;3;30;34;41;7;3;31;21579;6;2565;18;114;241;2;9836;0;7500000;
1205;2012-10-24;Б;3;7;11;46;32;26;22;22864;6;3060;15;146;187;3;6505;0;7400000;
1204;2012-10-20;А;1;47;41;49;27;11;52;18706;6;2227;23;123;246;0;0;0;7300000;
1203;2012-10-17;А;4;42;23;15;19;17;45;21928;6;2934;15;122;223;1;19493;0;7200000;
1202;2012-10-13;А;1;31;28;29;13;27;38;23434;6;2967;16;129;216;2;9992;0;7100000;
1201;2012-10-10;А;3;29;23;47;48;42;8;33434;6;3794;23;159;324;1;1000000;0;8000000;
1200;2012-10-06;А;1;49;17;52;28;51;11;20442;6;2275;21;92;307;3;6735;0;7800000;
1199;2012-10-03;А;4;40;20;48;21;50;35;17776;6;1892;25;81;343;0;0;0;7700000;
1198;2012-09-29;Б;4;2;29;34;41;25;23;20153;6;2296;20;107;259;2;9935;0;7600000;
1197;2012-09-26;Б;3;21;17;31;30;45;43;19676;6;2428;19;117;238;1;19918;0;7500000;
1196;2012-09-22;А;2;33;7;15;43;37;40;23163;6;3183;14;183;149;2;9801;0;7300000;
1195;2012-09-19;А;4;12;30;28;49;13;32;20279;6;2344;21;130;224;1;20828;0;7200000;
1194;2012-09-15;А;4;26;22;18;34;17;44;21079;6;2668;18;174;168;1;20991;0;7100000;
1193;2012-09-12;Б;1;15;21;4;12;10;42;42898;6;5356;15;250;198;3;333333;0;8000000;
1192;2012-09-08;Б;4;22;50;17;51;18;47;18758;6;1958;25;78;369;3;6867;0;7500000;
1191;2012-09-05;А;1;3;34;30;7;10;28;22697;6;2907;15;174;146;4;4550;0;7250000;
1190;2012-09-01;Б;2;7;40;3;37;9;31;23677;6;3390;12;197;128;2;9018;0;7000000;
1189;2012-08-29;А;1;41;30;40;37;1;27;16402;6;1842;23;95;269;0;0;0;6700000;
1188;2012-08-25;А;4;1;17;43;18;40;2;17062;6;1948;21;91;268;0;0;0;6500000;
1187;2012-08-22;А;2;3;21;41;2;43;27;20936;6;2525;17;126;205;1;18510;0;6250000;
1186;2012-08-18;А;3;25;42;17;48;8;7;22093;6;2800;15;130;198;0;0;0;6000000;
1185;2012-08-15;А;2;12;21;1;3;27;33;21537;6;3219;12;256;95;6;2901;0;5700000;
1184;2012-08-11;А;1;3;48;18;35;42;11;17799;6;2071;22;101;273;0;0;0;5500000;
1183;2012-08-08;Б;3;44;27;45;22;3;26;20226;6;2376;18;96;262;3;6006;0;5300000;
1182;2012-08-04;Б;2;3;36;43;44;35;7;18417;6;2096;20;90;278;1;17881;0;5100000;
1181;2012-08-01;А;4;4;1;51;42;36;43;16377;6;1655;26;76;338;0;0;0;5000000;
1180;2012-07-28;А;3;3;38;1;50;45;10;18345;6;2110;20;101;251;2;9084;0;4900000;
1179;2012-07-25;Б;4;18;50;26;35;45;24;16025;6;1817;25;100;269;0;0;0;4550000;
1178;2012-07-21;А;3;21;18;16;19;9;4;23223;6;3367;12;201;122;5;3521;0;4200000;
1177;2012-07-18;Б;4;12;51;35;11;9;6;19675;6;2303;18;89;282;2;8973;0;3850000;
1176;2012-07-14;Б;1;42;13;28;11;45;31;19780;6;2396;18;117;216;5;3615;0;3500000;
1175;2012-07-11;Б;3;48;51;39;36;32;38;16117;6;1618;30;63;461;1;20786;0;3250000;
1174;2012-07-07;Б;4;15;39;18;23;28;33;20046;6;2399;18;129;198;1;18256;0;3000000;
1173;2012-07-04;Б;4;50;42;38;7;15;23;25345;6;3594;15;321;98;29;775;1;14100000;
1172;2012-06-30;А;3;10;52;40;16;31;41;19975;6;2349;21;93;320;2;10643;0;13800000;
1171;2012-06-27;А;4;20;21;52;39;9;7;28632;6;3678;14;204;151;1;22048;0;13500000;
1170;2012-06-23;А;3;37;52;3;46;41;4;22929;6;2508;23;116;291;3;8046;0;13350000;
1169;2012-06-20;А;4;18;6;17;38;33;24;24885;6;3294;16;194;167;0;0;0;13200000;
1168;2012-06-16;А;3;41;6;37;39;23;47;23525;6;2773;22;144;247;4;6356;0;13100000;
1167;2012-06-13;Б;4;40;51;23;3;36;46;39552;6;4395;23;209;291;1;1000000;0;14000000;
1166;2012-06-09;А;2;22;8;21;7;2;4;33903;6;5387;10;404;78;8;2823;0;13500000;
1165;2012-06-06;А;2;17;8;44;26;10;32;24497;6;3264;16;204;150;7;3123;0;13300000;
1164;2012-06-02;А;3;16;24;41;34;3;51;23968;6;2910;20;114;310;3;8427;0;13000000;
1163;2012-05-30;А;1;38;32;8;48;46;14;22558;6;2763;20;157;211;2;11857;0;12800000;
1162;2012-05-26;А;2;20;52;8;14;13;9;30454;6;3743;14;189;171;1;23125;0;12650000;
1161;2012-05-23;Б;3;14;49;17;24;15;16;26687;6;2851;20;129;261;1;24140;0;12500000;
1160;2012-05-19;Б;2;30;5;43;12;29;15;27825;6;3705;15;208;163;7;3480;0;12300000;
1159;2012-05-16;А;2;8;29;16;33;20;46;26084;6;3428;16;193;171;3;7893;0;12150000;
1158;2012-05-12;А;1;2;28;13;33;5;21;32139;6;4655;11;323;98;9;2536;0;12000000;
1157;2012-05-09;А;4;21;42;46;8;12;35;22684;6;2780;19;132;238;2;11241;0;11900000;
